1	7190	2
2	480	2
3	200	2
4	0.0201	2
5	0.016	2
6	0.000122	3
7	2.24e-05	3
8	6.85e-06	3
9	7.35e-06	3
10	0.00181	3
11	1.44e-05	3
12	1.55e-06	3
13	4.01e-05	3
14	6.82e-05	3
15	2.18e-06	3
16	5.85e-06	3
17	2.18e-06	3
18	3.2e-06	3
19	4.9e-05	3
20	2e-08	3
21	1.89e-06	3
22	1e-08	3
23	1.23e-06	3
24	7.46e-07	3
25	8.55e-07	3
26	4.92e-07	3
27	2.18e-06	3
28	8.55e-07	3
29	1.99e-07	3
30	5.09e-07	3
31	3.18e-07	3
32	3.18e-07	3
33	3.18e-07	3
34	4.75e-11	4
35	5.6e-08	4
36	5.6e-08	4
37	5.6e-08	4
38	8.61e-08	4
39	6.37e-10	4
40	2.39e-10	4
41	2.39e-10	4
42	4.91e-10	4
43	1.61e-10	4
44	1.61e-10	4
45	1.61e-10	4
46	3.49e-10	4
47	5.65e-09	4
48	1.36e-09	4
49	1.36e-09	4
50	9.61e-10	4
51	1.61e-10	4
52	4.79e-11	4
53	1.05e-10	4
54	2.41e-11	4
55	7.82e-12	4
56	0.0018	4
