"Latitude"	"Marginal"	"Upper"	"Lower"	"Stream"	"Stream_upper"	"Stream_lower"	"Marine"	"Marine_upper"	"Marine_lower"	"Terrestrial"	"Terr_upper"	"Terr_lower"
"1"	0	0.0193724119942586	0.193411010901554	-0.154666186913037	-0.153654445590638	0.0385129582949912	-0.345821849476267	-0.115416325001272	0.167088408430481	-0.397921058433025	-0.432915768231147	-0.215770452566561	-0.650061083895732
"2"	0.452261306532663	0.0157565043414991	0.188403983584915	-0.156890974901917	-0.157270353243398	0.0335572646712715	-0.348097971158067	-0.114238020718602	0.169157641615988	-0.397633683053192	-0.429343431125179	-0.210983905756021	-0.647702956494338
"3"	0.904522613065327	0.0121405966887396	0.183402275091893	-0.159121081714413	-0.160886260896157	0.0286071179398848	-0.350379639732199	-0.113059716435932	0.171253275394853	-0.397372708266718	-0.425771094019212	-0.206176716080914	-0.64536547195751
"4"	1.35678391959799	0.00852468903598017	0.178406015586878	-0.161356637514918	-0.164502168548917	0.0236626360965876	-0.352666973194421	-0.111881412153262	0.17337505506962	-0.397137879376144	-0.422198756913244	-0.201349229806971	-0.643048284019518
"5"	1.80904522613065	0.0049087813832207	0.173415338979028	-0.163597776212586	-0.168118076201676	0.0187239399850752	-0.354960092388427	-0.110703107870592	0.175522722089218	-0.396928937830403	-0.418626419807277	-0.19650179100103	-0.640751048613524
"6"	2.26130653266332	0.00129287373046123	0.168430383032693	-0.16584463557177	-0.171733983854435	0.0137911533616518	-0.357259121070523	-0.109524803587922	0.177696014346435	-0.396745621522279	-0.41505408270131	-0.19163474128286	-0.638473424119759
"7"	2.71356783919598	-0.00232303392229824	0.163451289480291	-0.168097357324888	-0.175349891507195	0.00886440296050969	-0.3595641859749	-0.108346499305252	0.179894666471907	-0.396587665082411	-0.411481745595342	-0.186748419593864	-0.636215071596821
"8"	3.16582914572864	-0.00593894157505771	0.15847820413757	-0.170356087287686	-0.178965799159954	0.00394381855953224	-0.361875416879441	-0.107168195022582	0.182118410124054	-0.396454800169219	-0.407909408489375	-0.181843161982268	-0.633975654996482
"9"	3.61809045226131	-0.00955484922781718	0.15351127702119	-0.172620975476825	-0.182581706812714	-0.000970466953470417	-0.364192946671957	-0.105989890739912	0.184366974274422	-0.396346755754247	-0.404337071383408	-0.176919301404389	-0.631754841362426
"10"	4.07035175879397	-0.0131707568805767	0.148550662468547	-0.174892176229701	-0.186197614465473	-0.00587831751419596	-0.366516911416751	-0.104811586457242	0.186640085487927	-0.396263258402412	-0.40076473427744	-0.171977167541528	-0.629552301013352
"11"	4.52261306532663	-0.0167866645333361	0.143596519259734	-0.177169848326406	-0.189813522118233	-0.0107795938150684	-0.368847450421397	-0.103633282174573	0.18893746819756	-0.396204032546705	-0.397192397171473	-0.167017086632003	-0.627367707710943
"12"	4.9748743718593	-0.0204025721860956	0.138649010741508	-0.179454155113699	-0.193429429770992	-0.0156741532383654	-0.371184706303619	-0.102454977891903	0.191258844973121	-0.396168800756926	-0.393620060065505	-0.162039381317826	-0.625200738813184
"13"	5.42713567839196	-0.0240184798388551	0.133708304953137	-0.181745264630847	-0.197045337423752	-0.0205618497893926	-0.373528825058111	-0.101276673609233	0.193603936783611	-0.396157284002077	-0.390047722959538	-0.157044370505497	-0.623051075413579
"14"	5.87939698492462	-0.0276343874916145	0.128774574753939	-0.184043349737168	-0.200661245076511	-0.0254425340298545	-0.375879956123168	-0.100098369326563	0.195972463252943	-0.396169201906069	-0.386475385853571	-0.152032369240363	-0.620918402466779
"15"	6.33165829145729	-0.031250295144374	0.123847997952329	-0.186348588241077	-0.204277152729271	-0.0303160530115898	-0.378238252446952	-0.0989200650438927	0.198364142908671	-0.396204272996457	-0.382903048747603	-0.147003688594016	-0.618802408901191
"16"	6.78391959798995	-0.0348662027971335	0.118928757436155	-0.188661163030422	-0.20789306038203	-0.0351822502108471	-0.380603870553213	-0.0977417607612227	0.200778693423479	-0.396262214945924	-0.379330711641636	-0.141958635564151	-0.616702787719121
"17"	7.23618090452261	-0.0384821104498929	0.114017041304061	-0.190981262203847	-0.21150896803479	-0.0400409654633003	-0.382976970606279	-0.0965634564785527	0.2032158318492	-0.396342744806305	-0.375758374535668	-0.136897512986333	-0.614619236085004
"18"	7.68844221105528	-0.0420980181026524	0.109113042997587	-0.193309079202892	-0.215124875687549	-0.0448920349000133	-0.385357716475085	-0.0953851521958828	0.20567527484318	-0.396445579234945	-0.372186037429701	-0.13182061945711	-0.612551455402292
"19"	8.14070351758794	-0.0457139257554119	0.104216961433698	-0.195644812944522	-0.218740783340309	-0.0497352908845865	-0.387746275796031	-0.0942068479132128	0.208156738886831	-0.396570434713256	-0.368613700323734	-0.126728249267912	-0.610499151379556
"20"	8.5929648241206	-0.0493298334081714	0.0993290011373589	-0.197988667953702	-0.222356690993068	-0.0545705619517313	-0.390142820034405	-0.0930285436305429	0.210659940496248	-0.396717027757334	-0.365041363217766	-0.121620692349184	-0.608462034086348
"21"	9.04522613065327	-0.0529457410609308	0.09444937237376	-0.200340854495622	-0.225972598645828	-0.0593976727475417	-0.392547524544113	-0.0918502393478729	0.213184596424805	-0.396885075120551	-0.361469026111799	-0.116498234224204	-0.606439817999393
"22"	9.49748743718593	-0.0565616487136903	0.0895782912797413	-0.202701588707122	-0.229588506298587	-0.0642164439717504	-0.394960568625424	-0.0906719350652029	0.215730423857664	-0.397074293988069	-0.357896689005832	-0.111361155972048	-0.604432222039615
