1	0.057932236	1
2	0.004462448	1
3	4.46244769	1
4	8.211e-07	1
5	0.057932236	1
6	0.018459537	1
7	0.083718572	1
8	0.083718572	1
9	0.005	1
10	0.0136	1
11	0.0065	1
12	0.0051	1
13	0.0035	1
14	3.62039e-05	1
15	0.000866	1
16	0.0476	1
17	0.00075	1
18	0.00423	1
19	0.008	1
20	0.032069663	1
21	0.005	1
22	0.787365181	1
23	0.017427594	1
24	1.36330884	1
25	0.025336077	1
26	2.636851999	1
27	6.828348317	1
28	5.536546454	1
29	0.002300114	1
30	0.001671743	1
31	0.001671743	1
32	0.013570258	1
33	0.00744984	1
34	0.000760079	1
35	0.000398141	1
36	0.000455048	1
37	0.016248394	1
38	0.098554409	1
39	0.008	1
40	0.032	1
41	0.0115	1
42	0.0065	1
43	0.0066	1
44	0.01	1
45	0.0017	1
46	0.000415	1
47	0.000795	1
48	1.348779475	1
49	0.0035	1
50	0.0055	1
51	0.008284363	1
52	0.00065	1
53	0.00074676	1
54	0.399604248	1
55	0.311301534	1
56	0.588325869	1
57	2568.732374	3
58	3500	3
59	240	3
60	54.5	3
61	8	3
62	100	2
