"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-1.27332025189285	0.134656566109644	-9.4560576485817	9.27381397559266e-17
"log(Species)"	0.706696239043818	0.0396463026543863	17.8250225551772	4.77078864396444e-38
"log(Species):Lakeweb"	0.0471102915953008	0.0251110919610198	1.87607498982643	0.0626975698250463
