"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-1.20966746053337	0.146766514549821	-8.24212160548885	1.60245220983581e-14
"log(Species)"	0.695985225200444	0.0541929700665054	12.8427215623416	1.87473535384534e-28
"log(Species):Lakeweb"	-0.0653537313532731	0.0693606890559877	-0.942230134140101	0.347122607872657
"log(Species):Marine"	0.127029209163091	0.028951381687335	4.38767346356602	1.78783913480541e-05
"log(Species):Terr"	-0.0521449799585206	0.0271298369811359	-1.9220528304235	0.0559087353958008
"log(Species):Latitude"	-0.00115733753787438	0.000912813904499722	-1.26787895338719	0.206199881903939
"log(Species):Lakeweb:Latitude"	0.00361944046001154	0.00164679277534927	2.19787244284206	0.0290156430618011
