"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-1.16534358512097	0.128678333492972	-9.05625332165662	4.47923229715279e-16
"log(Species)"	0.65900284383349	0.0362953996464975	18.1566493344035	1.05092988822071e-40
"log(Species):Lakeweb"	0.0599774306670117	0.0247358083432493	2.42472086760731	0.0164336777057427
