"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	1.86130134127222	0.0801435909779874	23.2245812616938	6.35600815964961e-58
"log(Intermediate)"	0.244465196988716	0.0719737636741915	3.39658765234722	0.000827691406554755
