"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-0.967421366907946	0.125447689913245	-7.71175114963838	1.33701523843897e-12
"log(Species)"	0.725655424173425	0.0376671463355053	19.2649429216096	3.32051588147622e-43
