"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-0.526524129948929	0.117038876198137	-4.49871142865014	1.10022567143341e-05
"log(Species)"	0.690793018558072	0.0347982347176106	19.8513810876871	3.44129534137585e-51
