"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	1.17240360928213	0.0802064564050002	14.6173221188343	4.10200158227318e-33
"log(Intermediate)"	0.245824543516517	0.0720302206077015	3.4127973153845	0.000782632851318448
