"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	0.43262997001023	0.114968879467091	3.76301806206668	0.000222316776221085
"log(Basal)"	-0.338523403499083	0.0671850935008344	-5.03866833935237	1.06981813059709e-06
