"Latitude"	"Marginal"	"Upper"	"Lower"	"Stream"	"Stream_upper"	"Stream_lower"	"Lake"	"Lake_upper"	"Lake_lower"
"1"	0	0.448779156308362	0.532362521545651	0.365195791071072	0.400556405866851	0.558669555502863	0.24244325623084	0.383508959223325	0.505046326370899	0.26197159207575
"2"	0.452261306532663	0.448538775084215	0.531467561230691	0.365609988937738	0.400316024642704	0.556880567295739	0.24375148198967	0.383268577999178	0.503775672689817	0.262761483308538
"3"	0.904522613065327	0.448298393860068	0.530575342570182	0.366021445149954	0.400075643418558	0.555093265902973	0.245058020934141	0.383028196775031	0.502508134071329	0.263548259478732
"4"	1.35678391959799	0.448058012635921	0.529685931244361	0.36643009402748	0.399835262194411	0.553307702331137	0.246362822057684	0.382787815550884	0.501243791549607	0.26433183955216
"5"	1.80904522613065	0.447817631411774	0.528799394751593	0.366835868071955	0.399594880970264	0.55152392960335	0.247665832337178	0.382547434326737	0.499982728728493	0.26511213992498
"6"	2.26130653266332	0.447577250187627	0.527915802457926	0.367238697917328	0.399354499746117	0.549742002856651	0.248966996635583	0.38230705310259	0.498725031871243	0.265889074333937
"7"	2.71356783919598	0.44733686896348	0.527035225647477	0.367638512279484	0.39911411852197	0.547961979444862	0.250266257599078	0.382066671878443	0.497470789993283	0.266662553763603
"8"	3.16582914572864	0.447096487739333	0.526157737573574	0.368035237905093	0.398873737297823	0.546183919047263	0.251563555548383	0.381826290654296	0.496220094958042	0.26743248635055
"9"	3.61809045226131	0.446856106515186	0.525283413510619	0.368428799519754	0.398633356073676	0.544407883783488	0.252858828363864	0.381585909430149	0.494973041575899	0.268198777284399
"10"	4.07035175879397	0.44661572529104	0.524412330806577	0.368819119775502	0.398392974849529	0.542633938335002	0.254152011364056	0.381345528206002	0.493729727706314	0.26896132870569
"11"	4.52261306532663	0.446375344066893	0.523544568936042	0.369206119197744	0.398152593625382	0.540862150073609	0.255443037177156	0.381105146981856	0.492490254363176	0.269720039600535
"12"	4.9748743718593	0.446134962842746	0.522680209553768	0.369589716131724	0.397912212401235	0.539092589197426	0.256731835605045	0.380864765757709	0.4912547258234	0.270474805692017
"13"	5.42713567839196	0.445894581618599	0.521819336548582	0.369969826688616	0.397671831177089	0.537325328874828	0.258018333479349	0.380624384533562	0.490023249738809	0.271225519328314
"14"	5.87939698492462	0.445654200394452	0.520962036097555	0.370346364691349	0.397431449952942	0.535560445396851	0.259302454509032	0.380384003309415	0.488795937251306	0.271972069367523
"15"	6.33165829145729	0.445413819170305	0.520108396720312	0.370719241620298	0.397191068728795	0.533798018338644	0.260584119118946	0.380143622085268	0.487572903111348	0.272714341059188
"16"	6.78391959798995	0.445173437946158	0.519258509333336	0.371088366558981	0.396950687504648	0.532038130730527	0.261863244278769	0.379903240861121	0.4863542657997	0.273452215922542
"17"	7.23618090452261	0.444933056722011	0.518412467304114	0.371453646139909	0.396710306280501	0.530280869239319	0.263139743321683	0.379662859636974	0.48514014765246	0.274185571621488
"18"	7.68844221105528	0.444692675497864	0.517570366504948	0.371814984490781	0.396469925056354	0.528526324360587	0.264413525752121	0.379422478412827	0.483930674989287	0.274914281836368
"19"	8.14070351758794	0.444452294273718	0.516732305366243	0.372172283181192	0.396229543832207	0.526774590622561	0.265684497041853	0.37918209718868	0.482725978244782	0.275638216132578
"20"	8.5929648241206	0.444211913049571	0.515898384929055	0.372525441170087	0.39598916260806	0.525025766802472	0.266952558413648	0.378941715964533	0.481526192102937	0.27635723982613
"21"	9.04522613065327	0.443971531825424	0.515068708896678	0.37287435475417	0.395748781383913	0.523279956156155	0.268217606611672	0.378701334740387	0.480331455634516	0.277071213846257
"22"	9.49748743718593	0.443731150601277	0.514243383685014	0.373218917517539	0.395508400159766	0.521537266661786	0.269479533657747	0.37846095351624	0.479141912437251	0.277779994595228
"23"	9.94974874371859	0.44349076937713	0.513422518471445	0.373559020282815	0.39526801893562	0.519797811278708	0.270738226592531	0.378220572292093	0.477957710778655	0.278483433805531
"24"	10.4020100502513	0.443250388152983	0.51260622524191	0.373894551064056	0.395027637711473	0.518061708222347	0.271993567200598	0.377980191067946	0.476779003741252	0.27918137839464
"25"	10.8542713567839	0.443010006928836	0.511794618835878	0.374225395021795	0.394787256487326	0.516329081256292	0.27324543171836	0.377739809843799	0.475605949369974	0.279873670317624
"26"	11.3065326633166	0.442769625704689	0.51098781698883	0.374551434420549	0.394546875263179	0.514600060002686	0.274493690523672	0.377499428619652	0.474438710821413	0.280560146417891
"27"	11.7587939698492	0.442529244480542	0.510185940371915	0.37487254858917	0.394306494039032	0.512874780272154	0.27573820780591	0.377259047395505	0.473277456514605	0.281240638276406
"28"	12.2110552763819	0.442288863256395	0.509389112628336	0.375188613884455	0.394066112814885	0.511153384414551	0.276978841215219	0.377018666171358	0.472122360282929	0.281914972059788
"29"	12.6633165829146	0.442048482032249	0.508597460406047	0.37549950365845	0.393825731590738	0.509436021691928	0.278215441489548	0.376778284947211	0.470973601526677	0.282582968367746
"30"	13.1155778894472	0.441808100808102	0.507811113386293	0.375805088229911	0.393585350366591	0.507722848675175	0.279447852058008	0.376537903723064	0.469831365365768	0.283244442080361
"31"	13.5678391959799	0.441567719583955	0.507030204307483	0.376105234860426	0.393344969142444	0.506014029665889	0.280675908619	0.376297522498918	0.468695842792014	0.283899202205821
"32"	14.0201005025126	0.441327338359808	0.506254868983884	0.376399807735732	0.393104587918297	0.504309737145131	0.281899438691464	0.376057141274771	0.467567230820279	0.284547051729262
