"Latitude"	"Marginal"	"Upper"	"Lower"	"Terrestrial"	"Terr_upper"	"Terr_lower"	"Marine"	"Marine_upper"	"Marine_lower"	"Lakeweb"	"Lakeweb_upper"	"Lakeweb_lower"	"Stream"	"Stream_upper"	"Stream_lower"
"1"	0	0.699837779946474	0.798537331415013	0.601138228477934	0.605060378688475	0.70025187636372	0.50986888101323	0.78244545593028	0.889680637838464	0.675210274022097	0.592399091173302	0.705034661636262	0.479763520710342	0.530615040803405	0.659446333095794	0.401783748511016
"2"	0.452261306532663	0.699325993870439	0.797483836905034	0.601168150835844	0.604548592612441	0.699228194502684	0.509868990722197	0.781933669854246	0.888653572560439	0.675213767148054	0.59391832610626	0.707044572970751	0.480792079241769	0.532342713616283	0.661615600278435	0.403069826954132
"3"	0.904522613065327	0.698814207794405	0.796433646272149	0.60119476931666	0.604036806536406	0.698208271051547	0.509865342021266	0.781421883778211	0.887629807017251	0.675213960539172	0.595437561039217	0.709060245435075	0.481814876643359	0.534070386429162	0.663793849332276	0.404346923526047
"4"	1.35678391959799	0.69830242171837	0.795386814483679	0.601218028953061	0.603525020460372	0.697192167177619	0.509857873743125	0.780910097702177	0.886609389158046	0.675210806246308	0.596956795972174	0.711081603847332	0.482831988097017	0.53579805924204	0.665980986995866	0.405615131488214
"5"	1.80904522613065	0.697790635642336	0.7943433973786	0.601237873906071	0.603013234384337	0.696179944907822	0.509846523860853	0.780398311626143	0.88559236754276	0.675204255709525	0.598476030905132	0.713108573489286	0.483843488320977	0.537525732054918	0.668176919492736	0.4068745446171
"6"	2.26130653266332	0.697278849566301	0.793303451672134	0.601254247460469	0.602501448308303	0.695171667126302	0.509831229490304	0.779886525550108	0.884578791341315	0.675194259758901	0.599995265838089	0.715141080132922	0.484849451543256	0.539253404867796	0.670381552603658	0.408125257131935
"7"	2.71356783919598	0.696767063490267	0.792267034959685	0.601267092020848	0.601989662232268	0.694167397571001	0.509811926893535	0.779374739474074	0.883568710332264	0.675180768615883	0.601514500771046	0.717179050065452	0.485849951476641	0.540981077680674	0.672594791737135	0.409367363624214
"8"	3.16582914572864	0.696255277414232	0.791234205720086	0.601276349108379	0.601477876156234	0.693167200829129	0.509788551483338	0.778862953398039	0.882562174900859	0.675163731895219	0.603033735704004	0.719222410112835	0.486845061295173	0.542708750493553	0.674816541998087	0.410600958989019
"9"	3.61809045226131	0.695743491338198	0.790205023318098	0.601281959358297	0.600966090080199	0.692171142331478	0.509761037828921	0.778351167322004	0.881559236036504	0.675143098607505	0.604552970636961	0.721271087661828	0.487834853612094	0.544436423306431	0.677046708254647	0.411826138358215
"10"	4.07035175879397	0.695231705262163	0.789179548006122	0.601283862518204	0.600454304004165	0.691179288345512	0.509729319662817	0.77783938124597	0.880559945329581	0.675118817162359	0.606072205569918	0.723325010680608	0.488819400459229	0.546164096119309	0.67928519520304	0.413042997035578
"11"	4.52261306532663	0.694719919186129	0.788157840925057	0.6012819974472	0.59994251792813	0.69019170596719	0.50969332988907	0.777327595169935	0.879564354967605	0.675090835372266	0.607591440502876	0.725384107738005	0.489798773267746	0.547891768932187	0.681531907430491	0.414251630433883
"12"	4.9748743718593	0.694208133110094	0.787139964104266	0.601276302115923	0.599430731852096	0.689208463111435	0.509653000592757	0.776815809093901	0.878572517730678	0.675059100457124	0.609110675435833	0.727448308021381	0.490773042850285	0.549619441745066	0.683786749476134	0.415452134013998
"13"	5.42713567839196	0.69369634703406	0.78612598046058	0.601266713607539	0.598918945776061	0.688229628501204	0.509608263050918	0.776304023017867	0.877584486986226	0.675023559049507	0.61062991036879	0.729517541353196	0.491742279384385	0.551347114557944	0.686049625889887	0.416644603226001
"14"	5.87939698492462	0.693184560958025	0.785115953796299	0.601253168119751	0.598407159700027	0.687255271655097	0.509559047744956	0.775792236941832	0.876600316682966	0.674984157200697	0.612149145301748	0.731591738206296	0.492706552397199	0.553074787370822	0.688320441289287	0.417829133452357
"15"	6.33165829145729	0.692672774881991	0.784109948796115	0.601235600967866	0.597895373623992	0.686285462873426	0.509505284374558	0.775280450865798	0.875620061344094	0.674940840387501	0.613668380234705	0.733670829717976	0.493665930751434	0.5548024601837	0.690599100414253	0.419005819953148
"16"	6.78391959798995	0.692160988805956	0.783108031022903	0.601213946589009	0.597383587547958	0.685320273222696	0.50944690187322	0.774768664789763	0.874643776059639	0.674893553519887	0.615187615167663	0.735754747702836	0.49462048263249	0.556530132996579	0.692885508179777	0.42017475781338
"17"	7.23618090452261	0.691649202729922	0.782110266912326	0.601188138547517	0.596871801471923	0.684359774518423	0.509383828425424	0.774256878713729	0.873671516477976	0.674842240949481	0.61670685010062	0.737843424664492	0.495570275536747	0.558257805809457	0.695179569726548	0.421336041892366
"18"	7.68844221105528	0.691137416653887	0.781116723766175	0.601158109541599	0.596360015395889	0.683404039306235	0.509315991485543	0.773745092637694	0.872703338796444	0.674786846478944	0.618226085033577	0.739936793806178	0.496515376260976	0.559985478622335	0.697481190469491	0.422489766775179
"19"	8.14070351758794	0.690625630577853	0.7801274697444	0.601123791411305	0.595848229319854	0.682453140841184	0.509243317798525	0.773233306561659	0.871739299751045	0.674727313372274	0.619745319966534	0.742034789040265	0.497455850892803	0.561713151435213	0.699790276144256	0.42363602672617
"20"	8.5929648241206	0.690113844501818	0.779142573855741	0.601085115147895	0.59533644324382	0.68150715306521	0.509165733422429	0.772721520485625	0.870779456605204	0.674663584366046	0.621264554899492	0.744137344996758	0.498391764802226	0.563440824248091	0.702106732851644	0.424774915644539
