1	4e-04	1
2	0.000191	1
3	4.32e-05	1
4	4.4e-08	1
5	2.56e-05	1
6	0.0172	1
7	0.000849	1
8	5.6e-05	1
9	0.0172	1
10	0.00459	1
11	3e-05	1
12	4e-05	1
13	0.000567	1
14	4e-05	1
15	8.8e-05	1
16	0.00012	1
17	8.8e-05	1
18	0.717	1
19	0.00348	1
20	0.154	1
21	0.154	1
22	0.161	1
23	1.5	1
24	0.000237	1
25	0.0108	1
26	1.67	1
27	0.6	1
28	1.1e-05	1
29	0.12	1
30	0.00635	1
31	0.00919	1
32	0.00144	1
33	0.0816	1
34	7.6e-05	1
35	4.47	1
36	15.4	1
37	0.00024	1
38	0.065	1
39	0.0282	1
40	0.00625	1
41	0.0028	1
42	0.0443	1
43	0.035	1
44	0.035	1
45	0.0331	1
46	0.0271	1
47	0.00276	1
48	0.0199	1
49	0.101	1
50	0.0189	1
51	0.0244	1
52	0.0282	1
53	0.00324	1
54	0.0106	1
55	0.00102	1
56	0.0133	1
57	0.0891	1
58	8.8e-05	1
59	6.5	1
60	0.096	1
61	0.173	1
62	0.000747	1
63	0.000567	1
64	0.000117	1
65	0.000475	1
66	1e-04	1
67	0.0113	1
68	5.7e-05	1
69	0.0506	1
70	0.00654	1
71	0.00818	1
72	0.0132	1
73	0.0279	1
74	0.00148	1
75	0.000144	1
76	0.000139	1
77	0.00211	1
78	0.00147	1
79	1.31e-05	1
80	1.64e-05	1
81	0.000753	1
82	0.00125	1
83	0.000661	1
84	0.00084	1
85	0.00114	1
86	0.000534	1
87	0.000737	1
88	0.000994	1
89	0.000152	1
90	0.000389	1
91	8.4e-05	1
92	5.2e-05	1
93	0.000845	1
94	0.000514	1
95	0.000184	1
96	0.00117	1
97	0.00625	1
98	0.00227	1
99	0.00374	1
100	0.00216	1
101	0.01	1
102	0.0127	1
103	0.0136	1
104	0.0031	1
105	9.56e-05	1
106	0.000242	1
107	2.03e-05	1
108	9e-04	1
109	0.00828	1
110	0.015	1
111	5.6e-08	7
112	0.001	7
113	7.5e-08	9
114	5.9e-11	5
115	5	5
116	1e-11	0
117	100	2
118	195	2
119	23.3	2
120	113	2
121	339	2
122	3.33	2
123	11900	2
