"Latitude"	"Marginal"	"Upper"	"Lower"	"Terrestrial"	"Terr_upper"	"Terr_lower"	"Lakeweb"	"Lakeweb_upper"	"Lakeweb_lower"	"Stream"	"Stream_upper"	"Stream_lower"
"1"	0	0.773243488148171	0.861213225692871	0.685273750603472	0.70254889485002	0.789453626311458	0.615644163388583	0.673618032082312	0.772720583999167	0.574515480165457	0.608196519525212	0.725986611762848	0.490406427287577
"2"	0.452261306532663	0.772706016758583	0.860170068573431	0.685241964943735	0.702011423460432	0.788443571800622	0.615579275120242	0.675267722126536	0.774850649181817	0.575684795071254	0.609907519579583	0.728092066197979	0.491722972961188
"3"	0.904522613065327	0.772168545368995	0.859129784302614	0.685207306435377	0.701473952070844	0.787436800231134	0.615511103910555	0.67691741217076	0.776986080204669	0.576848744136851	0.611618519633955	0.730205969346689	0.49303106992122
"4"	1.35678391959799	0.771631073979407	0.858092423001277	0.685169724957537	0.700936480681256	0.7864333656641	0.615439595698412	0.678567102214984	0.779126799310702	0.578007405119265	0.613329519688326	0.732328235392631	0.49433080398402
"5"	1.80904522613065	0.771093602589819	0.857058035661327	0.685129169518311	0.700399009291668	0.785433322956933	0.615364695626403	0.680216792259208	0.78127272941583	0.579160855102586	0.615040519742697	0.734458777932588	0.495622261552806
"6"	2.26130653266332	0.770556131200231	0.856026674153591	0.685085588246871	0.69986153790208	0.784436727763458	0.615286348040702	0.681866482303432	0.783423794132479	0.580309170474384	0.616751519797068	0.736597510046513	0.496905529547623
"7"	2.71356783919598	0.770018659810643	0.854998391235206	0.68503892838608	0.699324066512492	0.783443636533182	0.615204496491802	0.683516172347656	0.785579917791375	0.581452426903937	0.618462519851439	0.738744344366044	0.498180695336834
"8"	3.16582914572864	0.769481188421055	0.853973240556459	0.684989136285651	0.698786595122904	0.782454106509676	0.615119083736131	0.68516586239188	0.787741025461586	0.582590699322173	0.62017351990581	0.740899193141389	0.499447846670231
"9"	3.61809045226131	0.768943717031467	0.852951276667045	0.684936157395889	0.698249123733316	0.781468195728009	0.615030051738622	0.686815552436104	0.789907042968892	0.583724061903315	0.621884519960181	0.743061968306541	0.500707071613821
"10"	4.07035175879397	0.768406245641879	0.851932555021684	0.684879936262074	0.697711652343727	0.780485963011184	0.614937341676271	0.688465242480327	0.792077896912525	0.58485258804813	0.623595520014552	0.745232581542752	0.501958458486352
"11"	4.52261306532663	0.76786877425229	0.850917131985053	0.684820416519528	0.697174180954139	0.779507467965527	0.614840893942751	0.690114932524552	0.794253514680343	0.58597635036876	0.625306520068923	0.74741094434022	0.503202095797627
"12"	4.9748743718593	0.767331302862702	0.849905064835978	0.684757540889427	0.696636709564551	0.778532770974969	0.614740648154134	0.691764622568775	0.796433824462503	0.587095420675048	0.627017520123294	0.749596968057946	0.504438072188643
"13"	5.42713567839196	0.766793831473114	0.848896411770824	0.684691251175405	0.696099238174963	0.777561933194158	0.614636543155768	0.693414312612999	0.798618755263677	0.588209869962322	0.628728520177666	0.751790563981726	0.505666476373605
"14"	5.87939698492462	0.766256360083526	0.847891231906031	0.684621488261021	0.695561766785375	0.776595016540363	0.614528517030387	0.695064002657223	0.800808236913888	0.589319768400559	0.630439520232037	0.753991643380247	0.506887397083826
"15"	6.33165829145729	0.765718888693938	0.846889585279738	0.684548192108138	0.695024295395787	0.775632083684082	0.614416507107492	0.696713692701447	0.803002200078001	0.590425185324894	0.632150520286408	0.756200117559265	0.508100923013551
"16"	6.78391959798995	0.76518141730435	0.845891532852425	0.684471301756275	0.694486824006199	0.774673198038319	0.614300449974079	0.698363382745671	0.805200576263947	0.591526189227395	0.633861520340779	0.758415897913849	0.509307142767709
"17"	7.23618090452261	0.764643945914762	0.84489713650651	0.684390755323013	0.693949352616611	0.773718423746466	0.614180281486756	0.700013072789895	0.807403297829729	0.592622847750061	0.63557252039515	0.760638895978682	0.510506144811618
"18"	7.68844221105528	0.764106474525174	0.843906459044845	0.684306490005503	0.693411881227023	0.772767825668716	0.61405593678533	0.701662762834119	0.809610297989256	0.593715227678983	0.637283520449521	0.76286902347641	0.511698017422632
"19"	8.14070351758794	0.763569003135586	0.842919564188021	0.68421844208315	0.692874409837435	0.771821469366961	0.613927350307908	0.703312452878343	0.811821510817077	0.59480339493961	0.638994520503892	0.76510619236404	0.512882848643744
"20"	8.5929648241206	0.763031531745998	0.841936516570438	0.684126546921557	0.692336938447846	0.770879421088112	0.613794455807581	0.704962142922567	0.814036871252057	0.595887414593077	0.640705520558263	0.767350314877399	0.514060726239128
"21"	9.04522613065327	0.762494060356409	0.84095738173504	0.684030738977778	0.691799467058258	0.769941747745774	0.613657186370743	0.706611832966791	0.816256315100054	0.596967350833528	0.642416520612634	0.769601303573647	0.515231737651621
"22"	9.49748743718593	0.761956588966821	0.839982226126667	0.683930951806976	0.69126199566867	0.769008516900227	0.613515474437114	0.708261523011015	0.818479779035638	0.598043266986392	0.644127520667006	0.771859071371885	0.516395969962126
"23"	9.94974874371859	0.761419117577233	0.83901111708392	0.683827118070547	0.690724524279082	0.768079796736644	0.61336925182152	0.709911213055239	0.820707200602921	0.599115225507558	0.645838520721377	0.774123531591844	0.517553509850909
"24"	10.4020100502513	0.760881646187645	0.838044122829493	0.683719169545797	0.690187052889494	0.767155656041498	0.61321844973749	0.711560903099463	0.822938518215524	0.600183287983402	0.647549520775748	0.776394597990704	0.518704443560791
