resource,consumer
sp31,sp20
sp1,sp20
sp26,sp19
sp32,sp19
sp23,sp16
sp18,sp10
sp11,sp10
sp20,sp19
sp12,sp19
sp10,sp19
sp11,sp20
sp27,sp20
sp26,sp20
sp21,sp30
sp7,sp20
sp26,sp12
sp22,sp19
sp1,sp19
sp18,sp32
sp4,sp19
sp9,sp12
sp28,sp20
sp21,sp13
sp23,sp12
sp31,sp30
sp2,sp20
sp27,sp16
sp24,sp12
sp21,sp19
sp13,sp16
sp11,sp4
sp26,sp4
sp25,sp19
sp16,sp19
sp11,sp13
sp7,sp4
sp14,sp20
sp13,sp19
sp18,sp12
sp18,sp7
sp1,sp4
sp29,sp19
sp18,sp4
sp17,sp25
sp2,sp12
sp24,sp20
sp29,sp30
sp7,sp12
sp14,sp15
sp24,sp16
sp9,sp15
sp2,sp7
sp23,sp13
sp14,sp16
sp14,sp7
sp18,sp16
sp21,sp15
sp23,sp10
sp9,sp20
sp18,sp20
sp5,sp19
sp21,sp25
sp11,sp12
sp3,sp25
sp18,sp13
sp14,sp13
sp17,sp5
sp7,sp16
sp13,sp20
sp21,sp20
sp9,sp19
sp14,sp22
sp18,sp19
sp27,sp30
sp26,sp10
sp2,sp13
sp1,sp16
sp14,sp12
sp31,sp19
sp23,sp20
sp26,sp13
sp11,sp7
sp2,sp22
sp29,sp15
sp6,sp19
sp11,sp16
sp9,sp13
sp24,sp19
sp21,sp12
sp26,sp16
sp26,sp30
sp29,sp16
sp11,sp15
sp27,sp15
sp24,sp13
