resource,consumer
sp6,sp20
sp1,sp20
sp10,sp22
sp7,sp10
sp5,sp20
sp6,sp15
sp13,sp1
sp13,sp22
sp8,sp16
sp6,sp5
sp10,sp17
sp14,sp4
sp23,sp18
sp19,sp9
sp5,sp11
sp21,sp8
sp6,sp24
sp24,sp18
sp21,sp13
sp10,sp4
sp7,sp6
sp21,sp10
sp6,sp23
sp13,sp16
sp19,sp10
sp23,sp17
sp8,sp22
sp6,sp11
sp6,sp8
sp14,sp20
sp6,sp1
sp13,sp8
sp19,sp2
sp1,sp4
sp10,sp24
sp21,sp6
sp19,sp21
sp6,sp16
sp13,sp23
sp14,sp23
sp8,sp17
sp10,sp14
sp12,sp17
sp1,sp17
sp1,sp18
sp13,sp12
sp8,sp4
sp10,sp11
sp10,sp8
sp10,sp1
sp14,sp16
sp6,sp18
sp6,sp4
sp5,sp17
sp14,sp24
sp24,sp15
sp11,sp18
sp6,sp22
sp1,sp22
sp10,sp12
sp7,sp9
sp19,sp6
sp12,sp11
sp10,sp20
sp2,sp9
sp6,sp12
sp1,sp11
sp23,sp15
sp8,sp24
sp1,sp24
sp14,sp11
sp10,sp23
sp6,sp17
sp12,sp20
sp12,sp18
sp10,sp5
sp6,sp14
sp21,sp1
sp23,sp20
sp13,sp11
sp8,sp11
sp1,sp16
sp10,sp16
sp2,sp10
sp12,sp15
sp1,sp15
sp14,sp17
sp13,sp5
sp9,sp13
sp13,sp14
sp21,sp12
sp10,sp13
sp23,sp11
sp8,sp20
sp13,sp4
sp13,sp24
sp9,sp6
sp11,sp15
sp2,sp6
