"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-0.961359234719563	0.133531650291281	-7.1994859093143	1.29509885764741e-11
"log(Species)"	0.586613139389029	0.038345797518288	15.2979772844537	3.55401542293738e-35
