"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	1.36965352840979	0.081685418255802	16.7674177063114	1.36278119649327e-39
"log(Intermediate)"	0.0116076432704446	0.0696070573523558	0.166759574559888	0.86773291035719
