"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	0.570394880412072	0.0908849808321823	6.27600814996371	2.22141629912667e-09
"log(Toppreds)"	-0.475267248138986	0.0484891967489456	-9.80150796474724	1.11462987285154e-18
