"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-0.885965441793312	0.138931185935927	-6.37700913459348	1.92349225936896e-09
"log(Species)"	0.688516638251419	0.039844804352797	17.2799603219306	3.74235636764387e-38
