"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	1.08612829736647	0.109080998590506	9.95708062266497	1.47044351046554e-19
"log(Basal)"	-0.401921298984697	0.0628161837867613	-6.39837180095303	9.12746558955795e-10
