"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-0.424733277001713	0.126053306783503	-3.36947350164478	0.000942577065084783
"log(Species)"	0.658506192536016	0.0365035778188133	18.0394972735147	1.69294069043385e-40
