"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	0.388899392966054	0.110213171699621	3.52861084540763	0.00050722836961196
"log(Basal)"	-0.410500394836253	0.0634681652960943	-6.46781568241606	6.20800030608347e-10
