"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-0.903186624701594	0.144109901574053	-6.26734606599865	2.88940324850126e-09
"log(Species)"	0.61238664705931	0.0567878520374163	10.7837614047424	5.15711555108077e-21
"log(Species):Lakeweb"	-0.100914014555563	0.0661609443792382	-1.52528074534606	0.129036473369583
"log(Species):Terr"	-0.0585584343700752	0.0261954754794921	-2.23544078884613	0.0266827327389503
"log(Species):Latitude"	-0.000983659198307146	0.000958661615601129	-1.0260755018238	0.306305271017858
"log(Species):Lakeweb:Latitude"	0.00392151512337953	0.00155820461394121	2.51668817323082	0.012766832755775
