"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	1.36661689598048	0.0814276470705386	16.7832050310458	1.04880877891429e-39
"log(Intermediate)"	0.0101193228496863	0.0695355335576485	0.145527363233603	0.884444830112454
