"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	1.42564524645911	0.116029849265969	12.286883551759	5.59420619952323e-26
"log(Basal)"	0.0432375442939239	0.064794939356426	0.667298167470788	0.505382903342636
