"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	0.632102348199251	0.10533485301123	6.00088508341925	9.60505726445666e-09
"log(Basal)"	-0.241748099153477	0.058822496591681	-4.10978984505848	5.86261153796571e-05
