"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	0.269320444115346	0.0864991868053039	3.11356041671865	0.00212667533007696
"log(Toppreds)"	-0.452521350419931	0.0463519632926448	-9.76272240213259	1.39010411049213e-18
