1	0.057932236	1
2	0.004462448	1
3	4.46244769	1
4	8.211e-07	1
5	0.057932236	1
6	0.057932236	1
7	0.018459537	1
8	0.083718572	1
9	0.0051	1
10	0.0035	1
11	3.62039e-05	1
12	0.000866	1
13	0.0476	1
14	0.00423	1
15	0.00325	1
16	0.008	1
17	0.032069663	1
18	0.005	1
19	0.787365181	1
20	0.055875412	1
21	1.36330884	1
22	0.148376753	1
23	0.025336077	1
24	2.636851999	1
25	6.828348317	1
26	5.536546454	1
27	0.002300114	1
28	0.001671743	1
29	0.003869709	1
30	0.001558448	1
31	0.016248394	1
32	0.098554409	1
33	0.006	1
34	0.000795	1
35	0.001	1
36	1.348779475	1
37	0.0035	1
38	0.00065	1
39	0.00074676	1
40	0.399604248	1
41	0.311301534	1
42	0.588325869	1
43	2568.732374	3
44	3500	3
45	240	3
46	54.5	3
47	8	3
48	100	2
