"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-0.967712755263496	0.132919023603645	-7.2804684312845	7.98206585990695e-12
"log(Species)"	0.588316658440504	0.0381656999499741	15.4148007035543	1.39012507868242e-35
