"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-1.30759187423872	0.11712343304204	-11.164220858941	3.49019684302503e-23
"log(Species)"	0.726885122557257	0.0351446887659091	20.6826450334751	2.59289554332347e-53
