"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-1.01253264616533	0.11579292919483	-8.74433916825505	6.12177211359013e-16
"log(Species)"	0.733712079166525	0.0347454506083727	21.1167812280357	1.25584206779458e-54
