Thompson Number*Location*Ecotype*Reference*Latitude(degrees)*Latitude(decimal)*Described_Location*Notes**Verdict*Sitename
316*Mauritius*terrestrial*Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator  networks to alien plants. Journal of Ecology, 99, pp. 202-213. ******do not use - plant-pollinator*
317*Mauritius*terrestrial*Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator  networks to alien plants. Journal of Ecology, 99, pp. 202-213. ******do not use - plant-pollinator*
318*Mauritius*terrestrial*Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator  networks to alien plants. Journal of Ecology, 99, pp. 202-213. ******do not use - plant-pollinator*
319*Mauritius*terrestrial*Kaiser-Bunbury, C.N., Valentin, T., Mougal, J., Matatiken, D., and Ghazoul, J. (2011). The tolerance of island plant-pollinator  networks to alien plants. Journal of Ecology, 99, pp. 202-213. ******do not use - plant-pollinator*
4*USA*estuary*R. F. Johnston. (1956). Predation by Short-Eared Owls on a Salicornia Salt Marsh'. The Wilson Bulletin, 68(2), pp. 91-102.******do not use - sink*
186*Costa Rica*terrestrial*B.W. Cornaby. (1974). Carrion Reduction by Animals in Contrasting Tropical Habitats. Biotropica. 6(1), pp. 51-63.******do not use - source*
187*Costa Rica*terrestrial*B.W. Cornaby. (1974). Carrion Reduction by Animals in Contrasting Tropical Habitats. Biotropica. 6(1), pp. 51-63.******do not use - source*
197*USA*terrestrial*C.O. Mohr. (1943). Cattle Droppings as Ecological Units. Ecological Monographs. 13(3), pp. 275-298.******do not use - source*
179*England*terrestrial*I. Robinson. (1953). On the Fauna of a Brown Flux of an Elm Tree, Ulmus procera Salisb. Journal of Animal Ecology. 22(1), pp. 149-  153. ****source is 'an out-pouring of sap from the wound of a branch scar'**do not use - source*
199*USA*terrestrial*I. Valiela. (1969). An Experimental Study of the Mortality Factors of Larval Musca autumnalis DeGeer. Ecological Monographs.  39(2), pp. 199-225. ******do not use - source*
200*USA*terrestrial*I. Valiela. (1974). Composition, Food Webs and Population Limitation in Dung Arthropod Communities During Invasion and  Succession. American Midland Naturalist. 92(2), pp. 370-385. ******do not use - source*
201*USA*terrestrial*I. Valiela. (1974). Composition, Food Webs and Population Limitation in Dung Arthropod Communities During Invasion and  Succession. American Midland Naturalist. 92(2), pp. 370-385. ******do not use - source*
188*Costa Rica*terrestrial*L. F. Jiron, and V.M. Cartin. (1981). Insect Succession in the Decomposition of a Mammal in Costa Rica. Journal of the New York  Entemological Society. 89(3), pp. 158-165. ******do not use - source*
