"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"(Intercept)"	-0.367571900550474	0.138138369895456	-2.66089646800274	0.00837302875779583
"log(Species)"	0.634289821019083	0.0395650813594685	16.0315560899836	9.88575981078899e-39
