"Latitude"	"Marginal"	"Upper"	"Lower"	"Stream"	"Stream_upper"	"Stream_lower"	"Terrestrial"	"Terr_upper"	"Terr_lower"
"1"	0	0.136663120829213	0.313603621283076	-0.0402773796246499	-0.0506911224300561	0.143129171171314	-0.244511416031426	-0.241596839137907	0.0178526262756059	-0.50104630455142
"2"	0.452261306532663	0.134437979255111	0.310035136595176	-0.0411591780849536	-0.052916264004158	0.13969275658694	-0.245525284595256	-0.237480118212293	0.0229989255629242	-0.49795916198751
"3"	0.904522613065327	0.132212837681009	0.306472148616523	-0.0420464732545048	-0.0551414055782598	0.136263109078954	-0.246545920235474	-0.233363397286678	0.0281731465392549	-0.494899941112611
"4"	1.35678391959799	0.129987696106907	0.302914784922655	-0.0429393927088407	-0.0573665471523617	0.132840357207144	-0.247573451511867	-0.229246676361064	0.0333749519075278	-0.491868304629655
"5"	1.80904522613065	0.127762554532805	0.299363176506095	-0.0438380674404839	-0.0595916887264635	0.129424632044122	-0.248608009497049	-0.225129955435449	0.0386040011953712	-0.48886391206627
"6"	2.26130653266332	0.125537412958704	0.295817457866234	-0.0447426319488272	-0.0618168303005654	0.126016067206854	-0.249649727807985	-0.221013234509835	0.0438599511725174	-0.485886420192187
"7"	2.71356783919598	0.123312271384602	0.292277767100628	-0.0456532243314241	-0.0640419718746672	0.12261479888701	-0.250698742636344	-0.21689651358422	0.0491424562577134	-0.482935483426154
"8"	3.16582914572864	0.1210871298105	0.2887442459976	-0.0465699863766001	-0.066267113448769	0.119220965880018	-0.251755192777556	-0.212779792658606	0.0544511689144612	-0.480010754231673
"9"	3.61809045226131	0.118861988236398	0.285217040130075	-0.0474930636572786	-0.0684922550228709	0.11583470961266	-0.252819219658402	-0.208663071732991	0.0597857400349951	-0.477111883500978
"10"	4.07035175879397	0.116636846662296	0.2816962989505	-0.0484226056259073	-0.0707173965969727	0.11245617416905	-0.253890967362995	-0.204546350807377	0.0651458193119851	-0.474238520926739
"11"	4.52261306532663	0.114411705088194	0.278182175886737	-0.0493587657103483	-0.0729425381710746	0.10908550631483	-0.254970582656979	-0.200429629881762	0.0705310555975281	-0.471390315361053
"12"	4.9748743718593	0.112186563514093	0.274674828438768	-0.0503017014105833	-0.0751676797451764	0.105722855519416	-0.256058215009768	-0.196312908956148	0.0759410972490728	-0.468566915161368
"13"	5.42713567839196	0.109961421939991	0.271174418276042	-0.0512515743960606	-0.0773928213192783	0.10236837397609	-0.257154016614647	-0.192196188030533	0.0813755924619853	-0.465767968523052
"14"	5.87939698492462	0.107736280365889	0.267681111335272	-0.0522085506034941	-0.0796179628933801	0.0990222166197662	-0.258258142406526	-0.188079467104919	0.0868341895885427	-0.46299312379838
"15"	6.33165829145729	0.105511138791787	0.264195077918474	-0.0531728003348997	-0.081843104467482	0.0956845411422075	-0.259370750077171	-0.183962746179304	0.0923165374431983	-0.460242029801807
"16"	6.78391959798995	0.103285997217685	0.260716492791002	-0.0541444983556321	-0.0840682460415838	0.0923555080044929	-0.26049200008766	-0.17984602525369	0.0978222855940286	-0.457514336101408
"17"	7.23618090452261	0.101060855643583	0.257245535279325	-0.0551238239921583	-0.0862933876156856	0.0890352804465065	-0.261622055677878	-0.175729304328075	0.10335108464033	-0.454809693296481
"18"	7.68844221105528	0.0988357140694815	0.25378238936824	-0.0561109612292773	-0.0885185291897875	0.0857240244932176	-0.262761082872793	-0.171612583402461	0.108902586476383	-0.452127753281305
"19"	8.14070351758794	0.0966105724953796	0.250327243797225	-0.0571060988064653	-0.0907436707638893	0.0824219089575097	-0.263909250485288	-0.167495862476846	0.11447644454146	-0.449468169495153
"20"	8.5929648241206	0.0943854309212778	0.246880292155552	-0.0581094303129967	-0.0929688123379912	0.0791291054393085	-0.265066730115291	-0.163379141551232	0.120072314056187	-0.446830597158651
"21"	9.04522613065327	0.0921602893471759	0.243441732975807	-0.0591211542814547	-0.095193953912093	0.0758457883207487	-0.266233696144935	-0.159262420625617	0.125689852245424	-0.444214693496659
"22"	9.49748743718593	0.0899351477730741	0.240011769825362	-0.0601414742792136	-0.0974190954861949	0.0725721347571104	-0.2674103257295	-0.155145699700003	0.131328718547856	-0.441620117947862
"23"	9.94974874371859	0.0877100061989722	0.23659061139538	-0.0611705989974354	-0.0996442370602967	0.0693083246632494	-0.268596798783843	-0.151028978774388	0.136988574812534	-0.439046532361311
"24"	10.4020100502513	0.0854848646248704	0.233178471586826	-0.0622087423370855	-0.101869378634399	0.0660545406952359	-0.269793297964033	-0.146912257848774	0.142669085482614	-0.436493601180161
"25"	10.8542713567839	0.0832597230507685	0.229775569592969	-0.0632561234914317	-0.1040945202085	0.0628109682269111	-0.271000008643912	-0.142795536923159	0.148369917766602	-0.43396099161292
"26"	11.3065326633166	0.0810345814766667	0.226382129977779	-0.0643129670244455	-0.106319661782602	0.0595777953210608	-0.272217118886265	-0.138678815997545	0.154090741797402	-0.431448373792492
"27"	11.7587939698492	0.0788094399025649	0.222998382749614	-0.0653795029444839	-0.108544803356704	0.0563552126949047	-0.273444819408313	-0.13456209507193	0.159831230779509	-0.42895542092337
"28"	12.2110552763819	0.076584298328463	0.219624563429506	-0.0664559667725796	-0.110769944930806	0.0531434136795914	-0.274683303541203	-0.130445374146316	0.165591061124689	-0.42648180941732
"29"	12.6633165829146	0.0743591567543612	0.216260913113345	-0.0675425996046224	-0.112995086504908	0.0499425941733851	-0.275932767183201	-0.126328653220701	0.171369912576524	-0.424027219017927
