"Latitude"	"Marginal"	"Upper"	"Lower"	"Stream"	"Stream_upper"	"Stream_lower"	"Terrestrial"	"Terr_upper"	"Terr_lower"
"1"	0	-0.164760875164698	-0.00239513922295811	-0.327126611106439	-0.339329447512676	-0.160540269557472	-0.518118625467881	-0.477095639873861	-0.23987836298258	-0.714312916765142
"2"	0.452261306532663	-0.16687513384416	-0.00574627763830698	-0.328003990050013	-0.341443706192138	-0.163776262886188	-0.519111149498088	-0.473451303147852	-0.235286156923653	-0.711616449372051
"3"	0.904522613065327	-0.168989392523621	-0.00909239303063211	-0.328886392016611	-0.3435579648716	-0.167006168737435	-0.520109761005764	-0.469806966421843	-0.230668474079301	-0.708945458764385
"4"	1.35678391959799	-0.171103651203083	-0.0124333684092759	-0.32977393399689	-0.345672223551061	-0.170229870979406	-0.521114576122716	-0.466162629695834	-0.226025624244104	-0.706299635147565
"5"	1.80904522613065	-0.173217909882545	-0.0157690836334312	-0.330666736131658	-0.347786482230523	-0.173447251178227	-0.522125713282818	-0.462518292969825	-0.22135792002606	-0.70367866591359
"6"	2.26130653266332	-0.175332168562006	-0.0190994153284689	-0.331564921795543	-0.349900740909984	-0.176658188567076	-0.523143293252892	-0.458873956243817	-0.216665676465817	-0.701082236021817
"7"	2.71356783919598	-0.177446427241468	-0.0224242368009044	-0.332468617682031	-0.352014999589446	-0.179862560016212	-0.52416743916268	-0.455229619517808	-0.211949210665696	-0.698510028369919
"8"	3.16582914572864	-0.179560685920929	-0.0257434179520815	-0.333377953889777	-0.354129258268907	-0.183060240004062	-0.525198276533752	-0.451585282791799	-0.207208841429146	-0.695961724154452
"9"	3.61809045226131	-0.181674944600391	-0.0290568251906647	-0.334293064010117	-0.356243516948369	-0.186251100589489	-0.526235933307249	-0.44794094606579	-0.202444888911121	-0.693437003220459
"10"	4.07035175879397	-0.183789203279852	-0.0323643213440437	-0.335214085215661	-0.35835777562783	-0.189435011385367	-0.527280539870294	-0.444296609339781	-0.197657674279857	-0.690935544399705
"11"	4.52261306532663	-0.185903461959314	-0.0356657655687712	-0.336141158349856	-0.360472034307292	-0.192611839533635	-0.528332229080948	-0.440652272613772	-0.192847519390415	-0.688457025837129
"12"	4.9748743718593	-0.188017720638775	-0.0389610132601699	-0.337074428017381	-0.362586292986753	-0.195781449681962	-0.529391136291545	-0.437007935887763	-0.188014746470311	-0.686001125305216
"13"	5.42713567839196	-0.190131979318237	-0.0422499159612609	-0.338014042675213	-0.364700551666215	-0.198943703962196	-0.530457399370234	-0.433363599161754	-0.183159677817479	-0.68356752050603
"14"	5.87939698492462	-0.192246237997698	-0.0455323212711888	-0.338960154724208	-0.366814810345676	-0.202098461970776	-0.531531158720577	-0.429719262435745	-0.178282635510749	-0.681155889360742
"15"	6.33165829145729	-0.19436049667716	-0.0488080727533352	-0.339912920600985	-0.368929069025138	-0.205245580751271	-0.532612557299005	-0.426074925709737	-0.173383941132964	-0.678765910286509
"16"	6.78391959798995	-0.196474755356621	-0.0520770098433362	-0.340872500869907	-0.3710433277046	-0.208384914779256	-0.533701740629943	-0.422430588983728	-0.168463915506817	-0.676397262460638
"17"	7.23618090452261	-0.198589014036083	-0.0553389677572449	-0.341839060314921	-0.373157586384061	-0.211516315949703	-0.534798856818419	-0.418786252257719	-0.163522878443402	-0.674049626072036
"18"	7.68844221105528	-0.200703272715545	-0.0585937774001008	-0.342812768030988	-0.375271845063523	-0.214639633567117	-0.535904056559928	-0.41514191553171	-0.158561148503473	-0.671722682559946
"19"	8.14070351758794	-0.202817531395006	-0.0618412652752011	-0.343793797514811	-0.377386103742984	-0.217754714338614	-0.537017493147355	-0.411497578805701	-0.153579042771318	-0.669416114840085
"20"	8.5929648241206	-0.204931790074468	-0.0650812533943922	-0.344782326754543	-0.379500362422446	-0.220861402370179	-0.538139322474712	-0.407853242079692	-0.148576876641129	-0.667129607518256
"21"	9.04522613065327	-0.207046048753929	-0.068313559189735	-0.345778538318123	-0.381614621101907	-0.22395953916634	-0.539269703037475	-0.404208905353683	-0.143554963615726	-0.66486284709164
"22"	9.49748743718593	-0.209160307433391	-0.0715379954269269	-0.346782619439854	-0.383728879781369	-0.227048963633486	-0.540408795929252	-0.400564568627674	-0.138513615117431	-0.662615522137918
"23"	9.94974874371859	-0.211274566112852	-0.0747543701209011	-0.347794762104803	-0.38584313846083	-0.230129512087106	-0.541556764834554	-0.396920231901666	-0.133453140310871	-0.66038732349246
"24"	10.4020100502513	-0.213388824792314	-0.0779624864540565	-0.348815163130571	-0.387957397140292	-0.233201018263184	-0.5427137760174	-0.393275895175657	-0.128373845937477	-0.658177944413836
"25"	10.8542713567839	-0.215503083471775	-0.0811621426976145	-0.349844024245936	-0.390071655819753	-0.236263313334031	-0.543879998305476	-0.389631558449648	-0.123276036161387	-0.655987080737909
"26"	11.3065326633166	-0.217617342151237	-0.0843531321366341	-0.350881552165839	-0.392185914499215	-0.23931622592883	-0.5450556030696	-0.385987221723639	-0.118160012426472	-0.653814431020806
"27"	11.7587939698492	-0.219731600830698	-0.0875352429992635	-0.351927958662133	-0.394300173178676	-0.242359582159163	-0.54624076419819	-0.38234288499763	-0.113026073324174	-0.651659696671086
"28"	12.2110552763819	-0.22184585951016	-0.0907082583908452	-0.352983460629475	-0.396414431858138	-0.245393205649824	-0.547435658066451	-0.378698548271621	-0.107874514471824	-0.649522582071418
"29"	12.6633165829146	-0.223960118189621	-0.0938719562335415	-0.354048280145701	-0.3985286905376	-0.248416917575192	-0.548640463500007	-0.375054211545612	-0.102705628401103	-0.647402794690122
